id,name,state,stars,reviews,yelp_category
_id_kQDsmkRsLIiEEY2douOZWg,Fresco's Waterfront Bistro,FL,3.5,653,American
_id_tkY5BJVXxUmP4jsKavkf2g,Big Ray's Fish Camp,FL,4.5,653,Seafood
_id_Trbe4JX-oLHrrVVPcv0wog,Broussard's,LA,4,653,Seafood
_id_UbFkHiEt9S-0mUL3RQ5Ghg,Turkey and the Wolf,LA,4.5,652,Bars
_id_dpqDfbNpcIERkXVoE5S9Wg,Other,LA,2.5,651,American
_id_mK4gpsdN7qqb2MMUYbQb7A,The Bait House Tackle & Tavern,FL,4.5,651,Mexican
_id_OINbC0rpDVJ5bfxt3LO9fw,Li'l Dizzy's Cafe,LA,4.5,651,Cajun
_id_5Jta7dTc7lteIyeMfLUJWQ,Corner Oyster House,LA,2.5,651,Seafood
_id_br6Cc1K0_otT9bc_b3mPdA,Hattricks,FL,4,650,American
_id_iMTjejk6apJKzCukZnDw5A,Other,CA,4.5,650,American
_id_So5ynsJSVB1qaDek1oXvXg,Tibby's New Orleans Kitchen,FL,4,650,Cajun
_id_V1n-wIrt5xtI0VIAxIP5dA,BOIL Seafood House,LA,4,650,Seafood
_id_4w_TG6uA5bIxnC5tpkOb3g,The Marigny Brasserie,LA,3.5,648,Bars
_id_0vTc7-wiDBDKKmGvC0EzFg,The Oyster Bar,FL,4,647,American
_id_yzlnxBGlHphac8QtzbIE6g,Other,FL,3.5,647,American
_id_X6ZkbbAwCcz-ML1iihsszw,Craft Street Kitchen Trinity,FL,4.5,644,American
_id_KU7XnbHB-EBOCbyXH0VVuQ,Dockside Dave's,FL,4,644,Seafood
_id_DOfiulOub9hVPBCtiDl9Fw,Lucky Penny,CA,4,643,American
_id_JnKdPqmgppB0CY7EuXaSCQ,Middle Grounds Grill,FL,4,642,American
_id_Bii6sQO2QNinBq9vdakNBg,Texas de Brazil,FL,3.5,640,Steakhouse
_id_QFh-h_OZ5Io-mBk32HN28A,Kyle's Kitchen,CA,4,638,American
_id_dclL14pr7OojCOKJ_ZbMbQ,Angelo Brocato,LA,4.5,638,Bakeries
_id_GzeXHLLVCD24cfJUNv0d_w,Sea Critters Cafe,FL,4,637,Seafood
_id_yRI3Sp1vn5X3g8auuClWlw,400 Beach Seafood & Tap House,FL,3.5,631,American
_id_QpyvUColtSYH5VtkcrN6Xw,Metro Diner,FL,4.5,628,American
_id_UWB_Oi9dkPwXfhYgFMnjsw,Pinky's,FL,4,625,Sandwitches
_id_JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,CA,4,624,Italian
_id_5ln4ESCi6mnfTBx4bYr4dw,Other,FL,2.5,623,Seafood
_id_4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,CA,4,622,Italian
_id_nePr9450kf-eEGYD-Qn21w,Ruby Slipper Cafe,LA,4,619,American
_id_wr4tUYkhdlWs6HJNbiipSg,Other,FL,4,615,American
_id_ZLrqw4KCwKyBlVqycUfNbg,The Market Cafe,LA,3.5,615,Breakfast
_id_TdyHRkxn334JxtUSdGpIiw,biscuit & buns on banks,LA,3.5,614,American
_id_aQFQIlyHasaTz5DtjV57nQ,Whiskey Cake,FL,4,613,American
_id_XkQadWW9bUR855KvPZBNUw,Other,LA,3,611,American
_id_1bzQnwSL3EsGqADWiPDF6A,Capital Tacos,FL,4.5,611,Mexican
_id_z0MXYel0okwMqLjgMkKD2A,St Roch Market,LA,4.5,610,American
_id_RTJiMomkeeDi5LZn0GhxQA,Curio,LA,4,609,American
_id_DorCmYVDR5wcCVvbCAvzEg,Fred's Market,FL,4.5,606,Buffets
_id_E3Qk7xTznkT0SABL2ltpHA,Bascom's Chop House,FL,4,605,American
_id_onp9X_9RRAEzA-yqdiSOcA,The Jug Handle Inn,NJ,4,604,American
_id_UQMUtySn2q9cSObiw5UVsw,The Pop Shop - Collingswood,NJ,3.5,603,American
_id_RTwDv2oLE3gzAZlf63OPXA,Other,NJ,3.5,603,Bars
_id_yL9j5ASNic_DaDKf9lwMhw,Stein's Market and Deli,LA,4.5,603,Sandwitches
_id_kb1Tf4xwb7CQW5OXf9zwqw,Toups Meatery,LA,4,601,American
_id_n5i09tgSuzv9ZeIN9Qe5oQ,Rooster & the Till,FL,4.5,601,American
_id_hE6YsHHV0fCz_UrGS4o6VA,Salt Shack on the Bay,FL,3.5,599,Seafood
_id_DkVFvHGyNBGuPMzI9Zdt1A,Dat Dog,LA,4,598,American
_id_Bt7NBqA31uOI4H_hvasLLg,HORN'S EATERY,LA,4,597,American
_id_gjbmwlYUImb2lQBp5LV3KA,Other,LA,4.5,596,American
_id_OM5beWRkxZSu1TShUC3EDw,The Drunken Crab,CA,4,595,Seafood
_id_0M1l6p96IffjQi9EZsdVhw,New Orleans Marriott,LA,3.5,594,American
_id_yui1n1JawiW9g7RR62a_wA,Matoi Sushi,FL,4,594,Japanese
_id_lrowppSl2sk3hU4tSUaS6Q,Badfins Food + Brew,FL,4,593,American
_id_wjZwXKDiFBQXlO8-TjQTXA,Other,LA,3.5,591,Bars
_id_1E3PYHrVVqR6D_bYt49Lhg,The Cider Press,FL,4,590,American
_id_llLvHJgkKQNfzgtKf6p3BQ,Dunedin Brewery,FL,4,590,American
_id_54oLdsGU9B8HxFTqCCqV-A,Via Maestra 42,CA,4.5,589,Italian
_id_T4LfF6fT4_5UuP6ZpMjUGQ,Bulla Gastrobar,FL,4,589,Mediterranean
_id_hPzPpfSjgQkpWCD7YjcY-A,Lilac Pâtisserie,CA,4.5,588,Bakeries
_id_yNCFucjmzObzUI7X3Ql_lw,Moreno Bakery,FL,4,588,Bakeries
_id_zSqTndm5Alq9dW1PyzbdTA,Grand Isle,LA,4,588,Seafood
_id_RiC_-68qxtDJqiIs5mRR6g,Maggiano's Little Italy,FL,4,586,Italian
_id_449No3H5g8AsuGssvy36eQ,The Library,FL,4.5,585,American
_id_P_x9fEz8efemqOIV46S0tg,Other,FL,4,585,American
_id_XSuO2E30ArnrjH9jquaK5Q,CALI - Tampa Palms,FL,4,585,American
_id_54XgUhaR0kDqw8bgbAEAtg,Los Jefes Tortilleria & Grill,LA,4,585,Mexican
_id_i76ERS3jM111T3VMbi2yrQ,Sagami,NJ,4.5,584,American
_id_nwN92Uje-xIKE5voPTTvBQ,BEAST Craft BBQ,IL,4.5,583,Bars
_id_05UGAUzE88mcPxQ7WnCxQA,Sweet Sage Cafe & Boutique,FL,4.5,581,Breakfast
_id_kBgiy6ulQRiATWFPZjTPKA,Cafe Beignet on Decatur Street,LA,3.5,581,Sandwitches
_id_ny1N_Py01kVoGOvL9oKjMQ,Cask Social Kitchen,FL,4,578,American
_id_rsMbMeW7IbXxPFh4WwbddQ,Boucherie,LA,4.5,577,American
_id_miRxzEzV7OIShLQ5x_Lvvg,Domilise Po-Boys & Bar,LA,4,577,Seafood
_id_M0YuK7sLLSA3TfBC4UkUzg,Croissant D'Or Patisserie,LA,4,576,Bakeries
_id_8ObCdQQ3mHwDsSsk75Z2lA,Slyce - Indian Rocks Beach,FL,4,576,Italian
_id_FH0MVF7kK0D76Hh4e7hXfQ,Other,CA,4,575,Bakeries
_id_C5ZOzlslhMxRJDjBDV3KoQ,Cali - Saint Petersburg,FL,4.5,573,American
_id_TVDe34aKHkjaEOtCqffwbw,BB King's Blues Club,LA,4,572,American
_id_KiwskluQ7tMqZqvuf872vg,4 Rivers Smokehouse,FL,4,572,Bars
_id_BErYojCJSO959vzaz9JclQ,Savoy Cafe & Deli,CA,4.5,571,Breakfast
_id_hRskO0RDRW3Cq3k7_Kggcg,Le Pavillon Hotel,LA,3.5,571,Other
_id_kQRB8RNwd7cEMcURTS-I7A,Sabrina's Café,NJ,4,570,American
_id_k79ygmdDxEDXtLlR_rPrmQ,Bella's Italian Café,FL,4,570,Italian
_id_5XsC0tB8chKjTIW7mU6TnQ,Brocato's Sandwich Shop,FL,4,570,Sandwitches
_id_SjiRaZoWaDpkCCpq5SsrMw,Union Kitchen & Union Party Room,LA,4,567,Bars
_id_lu2UpRHLBZfvLG_caNEHKQ,The Natural Cafe,CA,4,566,American
_id_pUlpCJBYR7chLMMUKA5Ydg,The Maison,LA,4,565,Bars
_id_HDnaNdHEZpQMYXo-ZHHG9g,Deanie’s Seafood,LA,3,563,American
_id_lNsnmur2Df2oK9ywyY0H3g,Other,NJ,4,563,Mexican
_id_MG_wIwRBwyNnCAEMXe9Jqw,French Toast,LA,4.5,562,Breakfast
_id_2xxkaRy7rP5EUyjFt2J5kA,Nikka Ramen,CA,4.5,562,Japanese
_id_WO-ofNAvSuJpdRt9Auon6w,Heard Dat Kitchen,LA,4.5,562,Seafood
_id_ixPTo6Hum7nNZ7A4VPhTXg,Brick House Tavern + Tap,FL,3.5,561,American
_id_uGo0TCVNOcDQxMArUU0Jrw,Cajun,CA,4,561,Breakfast
_id_aeIWVa6G54UUo6yloJkyJg,Lebanon's Cafe,LA,4.5,561,Middle Eastern
_id_-6JdVK-DHB4_43PEksbg1A,Rick's Reef,FL,4,560,American
_id_196CWwMAtAcA21jYiMyRzg,Cafe Pontalba,LA,3,560,Seafood
_id_7CRox7xpb3vNCEe7FZ6zgA,High Hat Cafe,LA,4,560,Seafood
_id_u-wkhjV7CfvGJVY7hGULjw,Hilton New Orleans Riverside,LA,3,559,Other
_id_9kv9JpLhzkN3UeWZDrsmEA,The Country Club,LA,4,558,American
_id_r2IhvKZQ_wLR5mLBnPOilg,The Honor Bar,CA,4.5,557,American
